date,code,y_true,y_true_cls,y_pred_proba,y_pred_cls
2026-01-27,002050,-0.01645303233212181,0,0.54448617,1
2026-01-27,300558,0.01085368399081621,1,0.51884556,1
2026-01-27,300115,-0.008519168128288568,0,0.5104956,1
2026-01-27,601808,0.03726708074534146,1,0.45678937,0
2026-01-27,300857,-0.03487569060773488,0,0.503292,1
2026-01-27,688303,-0.020534676481983594,0,0.39308676,0
2026-01-27,301358,0.005156249999999973,1,0.505582,1
2026-01-27,000001,-0.009140767824497242,0,0.50298935,1
2026-01-27,300661,0.016348773841961872,1,0.49404263,0
2026-01-27,300058,-0.08288288288288292,0,0.50228375,1
2026-01-27,301498,-0.020160701241782486,0,0.53107274,1
2026-01-27,600048,0.030303030303030276,1,0.49790448,0
2026-01-27,300450,-0.027300964525094007,0,0.48474705,0
2026-01-27,000776,0.0026654820079963226,1,0.5115205,1
2026-01-27,002252,-0.006259780907668211,0,0.49256012,0
2026-01-27,601288,-0.013062409288824406,0,0.5642921,1
2026-01-27,600522,0.033585619678334844,1,0.4524402,0
2026-01-27,600050,0.015779092702169706,1,0.48872802,0
2026-01-27,002466,0.001803278688524479,1,0.5096872,1
2026-01-27,601077,0.009756097560975618,1,0.47710675,0
2026-01-27,601088,0.013038130381303858,1,0.51305324,1
2026-01-27,000876,0.013714285714285568,1,0.46372432,0
2026-01-27,600941,0.015276893698281224,1,0.51982546,1
2026-01-27,600674,-0.00795372378886472,0,0.5139312,1
2026-01-27,600346,0.0007766990291262488,1,0.49598223,0
2026-01-27,000408,-0.005555555555555536,0,0.5141759,1
2026-01-27,601698,-0.030959752321981338,0,0.5141555,1
2026-01-27,300699,-0.02898550724637683,0,0.5200668,1
2026-01-27,002241,-0.03678571428571431,0,0.5305605,1
2026-01-27,002714,0.002442815900510764,1,0.5737428,1
2026-01-27,603986,0.053440083317060516,1,0.51258194,1
2026-01-27,600900,-0.010798303123794928,0,0.52980286,1
2026-01-27,002028,0.012839480080312882,1,0.5169313,1
2026-01-27,600584,0.038381742738589075,1,0.4994929,0
2026-01-27,300782,-0.00012440905697919113,0,0.50382584,1
2026-01-27,000792,-0.0017074558907228532,0,0.498637,0
2026-01-27,601012,-0.019791666666666652,0,0.42273492,0
2026-01-27,601377,0.0,0,0.494365,0
2026-01-27,600809,0.00018603497457525542,1,0.49273822,0
2026-01-27,601236,0.007398273736128225,1,0.50191367,1
2026-01-27,600025,-0.006644518272425071,0,0.47355938,0
2026-01-27,000975,0.08284354883851108,1,0.46387705,0
2026-01-27,603799,0.03339731285988479,1,0.49036705,0
2026-01-27,300413,-0.019133151112846525,0,0.51276034,1
2026-01-27,300395,0.027510460251046087,1,0.49174112,0
2026-01-27,002625,-0.02348178137651813,0,0.51664805,1
2026-01-27,300073,-0.021071843371495036,0,0.50514424,1
2026-01-27,600015,0.0015797788309637184,1,0.5185374,1
2026-01-27,002142,-0.018003273322422242,0,0.4810946,0
2026-01-27,603260,0.020075757575757525,1,0.5172583,1
2026-01-27,001289,0.01534526854219953,1,0.5132069,1
2026-01-27,688008,0.025085788664063413,1,0.4772071,0
2026-01-27,300207,-0.010224948875255602,0,0.49933618,0
2026-01-27,688981,0.03627569528415964,1,0.49360085,0
2026-01-27,600026,0.011125654450261813,1,0.48029095,0
2026-01-27,603392,-0.026479750778816147,0,0.52143425,1
2026-01-27,601818,-0.011904761904761862,0,0.44277576,0
2026-01-27,601398,-0.004149377593360981,0,0.56400913,1
2026-01-27,601229,-0.015102481121898492,0,0.5516158,1
2026-01-27,600406,0.005122143420015934,1,0.5227865,1
2026-01-27,601800,-0.009615384615384581,0,0.5008868,1
2026-01-27,601689,-0.014731254147312578,0,0.54380935,1
2026-01-27,601018,0.018617021276595924,1,0.43443424,0
2026-01-27,300765,0.12900073295870995,1,0.4970399,0
2026-01-27,600019,0.019553072625698276,1,0.4800126,0
2026-01-27,601878,0.002780352177942591,1,0.49285558,0
2026-01-27,300100,-0.01627100560149375,0,0.5407498,1
2026-01-27,300677,-0.032295006871277954,0,0.5046085,1
2026-01-27,600219,0.09943977591036424,1,0.46048892,0
2026-01-27,000002,0.023157894736842266,1,0.49407268,0
2026-01-27,603369,0.0006211180124222615,1,0.6211538,1
2026-01-27,002709,0.005528846153846079,1,0.55029994,1
2026-01-27,600018,-0.011976047904191489,0,0.54744935,1
2026-01-27,601881,-0.010575016523463376,0,0.54888755,1
2026-01-27,600588,-0.002562459961563013,0,0.52180004,1
2026-01-27,600893,-0.01759240956710817,0,0.47573328,0
2026-01-27,600016,-0.002673796791443861,0,0.42796278,0
2026-01-27,002230,-0.014273430782459129,0,0.52797765,1
2026-01-27,600585,0.02997045166737,1,0.529148,1
2026-01-27,300146,-0.014399999999999968,0,0.49673063,0
2026-01-27,600415,-0.009546539379474916,0,0.5140676,1
2026-01-27,300408,0.025068546807677228,1,0.5035016,1
2026-01-27,300255,0.001454016721192275,1,0.51861244,1
2026-01-27,601021,-0.016137519733380068,0,0.5155426,1
2026-01-27,601607,-0.001721170395869276,0,0.49609545,0
2026-01-27,688012,0.0322336731264703,1,0.5058343,1
2026-01-27,002027,-0.016528925619834767,0,0.48288006,0
2026-01-27,600023,0.002016129032258007,1,0.4797418,0
2026-01-27,002648,0.08857913669064765,1,0.47129965,0
2026-01-27,601238,-0.014796547472256338,0,0.4594514,0
2026-01-27,000786,-0.0039927404718692605,0,0.4795197,0
2026-01-27,300957,-0.020623388797750275,0,0.49277103,0
2026-01-27,300432,-0.016447368421052433,0,0.54638535,1
2026-01-27,300394,0.04527277920594108,1,0.45549178,0
2026-01-27,300122,-0.04184549356223177,0,0.41806775,0
2026-01-27,688169,-0.02601954836535214,0,0.47823074,0
2026-01-27,601998,-0.012261580381471404,0,0.46324658,0
2026-01-27,601658,-0.0039525691699603405,0,0.5022312,1
2026-01-27,002600,0.003261578604044413,1,0.49036342,0
2026-01-27,600000,-0.014705882352941013,0,0.63978726,1
2026-01-27,300144,-0.006082725060827299,0,0.508392,1
2026-01-27,300567,-0.011881586896690721,0,0.4988639,0
2026-01-27,601225,0.025304592314901564,1,0.5528175,1
2026-01-27,000807,0.09990917347865569,1,0.5276484,1
2026-01-27,688271,-0.030814657783161836,0,0.48245543,0
2026-01-27,601328,-0.00907715582450841,0,0.4970319,0
2026-01-27,601166,-0.014346439957491963,0,0.5250189,1
2026-01-27,600600,-0.015037593984962405,0,0.49299964,0
2026-01-27,600803,0.00879007238883145,1,0.4964275,0
2026-01-27,002920,-0.018951801591015394,0,0.48083693,0
2026-01-27,600570,-0.011941212492345143,0,0.5232112,1
2026-01-27,600029,-0.03576158940397345,0,0.5891151,1
2026-01-27,600845,0.018290089323692138,1,0.5179469,1
2026-01-27,600030,0.002871500358937684,1,0.52243716,1
2026-01-27,002594,0.016664851323385355,1,0.49013835,0
2026-01-27,300803,-0.0001591596371159909,0,0.5190631,1
2026-01-27,300433,-0.02066115702479332,0,0.5409446,1
2026-01-27,600875,-0.013816280806572157,0,0.50922275,1
2026-01-27,300666,-0.0071189279731993516,0,0.49739805,0
2026-01-27,000725,-0.0065789473684209065,0,0.46436134,0
2026-01-27,601788,-0.014697236919459122,0,0.5132525,1
2026-01-27,600009,-0.01098901098901095,0,0.51637596,1
2026-01-27,002916,-0.027329290383555138,0,0.5263167,1
2026-01-27,601111,-0.02333722287047857,0,0.52690893,1
2026-01-27,000568,0.005161979352082513,1,0.49813467,0
2026-01-27,600011,-0.01805555555555549,0,0.54499435,1
2026-01-27,300763,-0.039595050618672745,0,0.4399093,0
2026-01-27,300679,-0.03425266903914592,0,0.5391471,1
2026-01-27,600027,-0.004048582995951455,0,0.4727309,0
2026-01-27,601009,-0.0028818443804033977,0,0.48197505,0
2026-01-27,600426,0.03297002724795628,1,0.545218,1
2026-01-27,300017,0.15140324963072382,1,0.47950226,0
2026-01-27,603993,0.09803921568627438,1,0.47457486,0
2026-01-27,601988,0.0018761726078799779,1,0.45946285,0
2026-01-27,601136,-0.0337801608579088,0,0.52218705,1
2026-01-27,002736,0.010433386837881198,1,0.50799406,1
2026-01-27,601919,0.0,0,0.46812358,0
2026-01-27,002601,0.021295876755776932,1,0.46167094,0
2026-01-27,000708,0.0019181585677749968,1,0.51681286,1
2026-01-27,601618,0.04761904761904767,1,0.42887694,0
2026-01-27,002180,-0.008237986270022923,0,0.52771324,1
2026-01-27,600028,0.004709576138147709,1,0.44580725,0
2026-01-27,002049,0.024592074592074686,1,0.500937,1
2026-01-27,002236,-0.00952858575727189,0,0.5311337,1
2026-01-27,300418,-0.017485735321185247,0,0.5228538,1
2026-01-27,000800,-0.0014306151645206988,0,0.44469312,0
2026-01-27,601006,0.006012024048096087,1,0.45205534,0
2026-01-27,601877,-0.017402513696422872,0,0.52566,1
2026-01-27,600377,0.011705685618728978,1,0.49748546,0
2026-01-27,300676,-0.04354382657869926,0,0.48743987,0
2026-01-27,002352,-0.004754358161648153,0,0.5412847,1
2026-01-27,600010,0.023622047244094446,1,0.37170464,0
2026-01-27,600066,-0.01728395061728394,0,0.5109616,1
2026-01-27,600460,0.06183635227982509,1,0.52128875,1
2026-01-27,301269,-0.02419499910055778,0,0.49477994,0
2026-01-27,000977,0.01597494126859833,1,0.51508087,1
2026-01-27,601995,-0.0005743825387709567,0,0.500558,1
2026-01-27,300750,0.0017383618149677815,1,0.5318847,1
2026-01-27,600150,-0.006017191977077396,0,0.5278839,1
2026-01-27,603195,-0.009829777031886922,0,0.5051111,1
2026-01-27,300285,-0.03962492437991538,0,0.5269912,1
2026-01-27,300014,-0.030529595015576283,0,0.52478707,1
2026-01-27,601336,0.009276211399975587,1,0.50113463,1
2026-01-27,600887,-0.008722032612817565,0,0.5395999,1
2026-01-27,601865,-0.0011441647597253413,0,0.46735826,0
2026-01-27,600176,0.06289614822038025,1,0.46799228,0
2026-01-27,300015,-0.008093525179856065,0,0.49538606,0
2026-01-27,600926,0.007010834926705067,1,0.47553444,0
2026-01-27,600489,0.1000583430571762,1,0.5447133,1
2026-01-27,300628,0.009759957794777119,1,0.4951816,0
2026-01-27,300529,-0.014009661835748699,0,0.4825557,0
2026-01-27,600233,-0.019941348973606998,0,0.5166989,1
2026-01-27,300972,-0.04633526214273187,0,0.50332606,1
2026-01-27,601916,-0.003424657534246478,0,0.4814563,0
2026-01-27,300487,0.0072556551429789895,1,0.527975,1
2026-01-27,600741,-0.025252525252525304,0,0.55533665,1
2026-01-27,002311,-0.007707509881422991,0,0.5416021,1
2026-01-27,300979,0.00434422838229187,1,0.57074344,1
2026-01-27,300346,0.018930184091698665,1,0.55199605,1
2026-01-27,300024,-0.03521878335112061,0,0.5020834,1
2026-01-27,300888,-0.014054054054054133,0,0.52007115,1
2026-01-27,000963,-0.026322857910287323,0,0.5261422,1
2026-01-27,300136,-0.025966326772587145,0,0.5451878,1
2026-01-27,600089,-0.008480565371024817,0,0.4714694,0
2026-01-27,300896,-0.015608295916185622,0,0.45948187,0
2026-01-27,002459,-0.03178484107579449,0,0.43882948,0
2026-01-27,002384,-0.02234125947217147,0,0.47189003,0
2026-01-27,600183,0.023767000961670393,1,0.4991807,0
2026-01-27,000895,-0.0015618898867629794,0,0.49447477,0
2026-01-27,002179,-0.01867856147198199,0,0.5295219,1
2026-01-27,600930,-0.0049586776859504855,0,0.4710672,0
2026-01-27,300251,0.010734463276836248,1,0.4975303,0
2026-01-27,600276,-0.011363636363636465,0,0.5721886,1
2026-01-27,300474,0.023407022106632036,1,0.4839555,0
2026-01-27,600918,0.0,0,0.5031885,1
2026-01-27,601298,0.028230184581976125,1,0.42029208,0
2026-01-27,601319,-0.005476451259583848,0,0.52272236,1
2026-01-27,601939,-0.0011467889908256534,0,0.4868166,0
2026-01-27,300012,-0.0006222775357810351,0,0.5027573,1
2026-01-27,601668,-0.01195219123505964,0,0.46493912,0
2026-01-27,301200,-0.05847289242123199,0,0.5290206,1
2026-01-27,600690,-0.014509803921568643,0,0.5015557,1
2026-01-27,600886,-0.011520737327188946,0,0.4741244,0
2026-01-27,300748,0.023384130320546426,1,0.5091879,1
2026-01-27,000938,-0.005795981452859311,0,0.5256324,1
2026-01-27,600919,-0.003051881993896166,0,0.5030441,1
2026-01-27,002422,-0.007322508755173485,0,0.52391434,1
2026-01-27,601799,0.09999999999999987,1,0.46778935,0
2026-01-27,601766,-0.015527950310559091,0,0.62980217,1
2026-01-27,688256,-0.013921238536694247,0,0.5595706,1
2026-01-27,300476,-0.012364587224505064,0,0.5725757,1
2026-01-27,603833,0.014693171996542853,1,0.50560725,1
2026-01-27,600309,0.03081463990554889,1,0.5283728,1
2026-01-27,603501,0.025788883549575647,1,0.48651826,0
2026-01-27,601169,0.005725190839694472,1,0.46556047,0
2026-01-27,601899,0.041615365673479454,1,0.48736158,0
2026-01-27,002415,0.004075235109717967,1,0.49850115,0
2026-01-27,600161,-0.021077283372365363,0,0.5094852,1
2026-01-27,601633,-0.010431484115694611,0,0.5528126,1
2026-01-27,601838,0.0025412960609909607,1,0.5181287,1
2026-01-27,000333,-0.009986859395532122,0,0.5057707,1
2026-01-27,688599,-0.04534491075735658,0,0.48178118,0
2026-01-27,600795,-0.012847965738757905,0,0.54366237,1
2026-01-27,300124,-0.025879653238143785,0,0.51912,1
2026-01-27,601600,0.10022607385079119,1,0.49694556,0
2026-01-27,601669,-0.01038062283737029,0,0.41706756,0
2026-01-27,300339,-0.011972633979475344,0,0.5049312,1
2026-01-27,601901,-0.006265664160401085,0,0.5005244,1
2026-01-27,301165,-0.034021586109807544,0,0.45393145,0
2026-01-27,601628,-0.00329896907216487,0,0.5333362,1
2026-01-27,600160,0.029131089904570473,1,0.5119203,1
2026-01-27,002304,0.0005519779208831288,1,0.68921304,1
2026-01-27,001391,0.0,0,0.46294695,0
2026-01-27,002129,-0.014893617021276673,0,0.45119444,0
2026-01-27,601117,0.023809523809523725,1,0.50619155,1
2026-01-27,300999,-0.0006756756756758353,0,0.52369666,1
2026-01-27,301236,-0.02665369649805438,0,0.516989,1
2026-01-27,600188,0.038102084831056704,1,0.50292355,1
2026-01-27,300003,-0.024298056155507508,0,0.53346395,1
2026-01-27,601138,-0.004592422502870286,0,0.49736956,0
2026-01-27,601857,0.031609195402298784,1,0.4570522,0
2026-01-27,603806,-0.05069370330843115,0,0.4994071,0
2026-01-27,601390,0.04693140794223827,1,0.51279634,1
2026-01-27,300627,-0.01371913195310559,0,0.50874805,1
2026-01-27,002460,0.019887532574406785,1,0.4980203,0
2026-01-27,600085,0.0019946808510638014,1,0.5953074,1
2026-01-27,600760,-0.017035475939585543,0,0.5346608,1
2026-01-27,601059,-0.010777084515031121,0,0.48381874,0
2026-01-27,601728,0.02951388888888884,1,0.48079216,0
2026-01-27,300496,-0.02034883720930236,0,0.49139833,0
2026-01-27,601816,-0.010183299389001976,0,0.46827018,0
2026-01-27,300054,-0.003207184092366977,0,0.5147382,1
2026-01-27,601456,0.0,0,0.4845157,0
2026-01-27,300458,-0.0038643194504078826,0,0.5127879,1
2026-01-27,000625,-0.015693112467306092,0,0.5013124,1
2026-01-27,601360,-0.01941747572815533,0,0.5017784,1
2026-01-27,300604,0.012591575091575047,1,0.54474765,1
2026-01-27,600515,-0.006651884700665023,0,0.56645083,1
2026-01-27,601066,-0.011470708725932033,0,0.53089803,1
2026-01-27,601186,-0.0013642564802182067,0,0.5512282,1
2026-01-27,601318,-0.008574490889603492,0,0.5357791,1
2026-01-27,600482,0.028037383177569986,1,0.4822771,0
2026-01-27,000983,0.055964653902798256,1,0.4959449,0
2026-01-27,603296,-0.00946265630280485,0,0.5067618,1
2026-01-27,300316,-0.03500533617929569,0,0.51246035,1
2026-01-27,001965,0.00424628450106157,1,0.4830498,0
2026-01-27,605499,0.0353931898620885,1,0.51432574,1
2026-01-27,300253,-0.036300777873811585,0,0.49109173,0
2026-01-27,000630,0.10013175230566529,1,0.546818,1
2026-01-27,600905,0.0,0,0.4366381,0
2026-01-28,000002,0.05555555555555536,1,0.4919108,0
2026-01-28,002916,-0.06089068825910926,0,0.48226556,0
2026-01-28,002142,0.03533333333333322,1,0.5062694,1
2026-01-28,000625,0.007971656333038313,1,0.5185142,1
2026-01-28,600009,0.011437908496731986,1,0.5815957,1
2026-01-28,600482,-0.04327272727272735,0,0.4794945,0
2026-01-28,301165,-0.04979353898469774,0,0.45154738,0
2026-01-28,603501,-0.040599625234228776,0,0.49481508,0
2026-01-28,688169,0.002837566613606457,1,0.5376561,1
2026-01-28,600905,-0.002421307506053183,0,0.44086063,0
2026-01-28,300432,-0.02898550724637683,0,0.56257266,1
2026-01-28,300100,-0.025488069414316805,0,0.5627317,1
2026-01-28,300394,0.0201757981509314,1,0.4653114,0
2026-01-28,600584,-0.021378621378621343,0,0.51449054,1
2026-01-28,601169,0.01707779886148031,1,0.4710981,0
2026-01-28,601456,0.008146639511201537,1,0.50887907,1
2026-01-28,601788,0.009546539379474916,1,0.5147177,1
2026-01-28,001391,0.006745362563237878,1,0.4598075,0
2026-01-28,002625,-0.02383913764510781,0,0.5138262,1
2026-01-28,002352,0.011677282377919207,1,0.5210893,1
2026-01-28,002709,-0.016256275400430287,0,0.5196069,1
2026-01-28,600900,0.014814814814814836,1,0.5540922,1
2026-01-28,300418,0.060509554140127264,1,0.52391374,1
2026-01-28,002236,-0.018734177215189884,0,0.5525147,1
2026-01-28,601816,0.010288065843621297,1,0.47226366,0
2026-01-28,603369,0.09993792675356916,1,0.56292665,1
2026-01-28,000800,0.002865329512893977,1,0.4688953,0
2026-01-28,601006,0.009960159362550014,1,0.4513568,0
2026-01-28,002028,-0.030257186081694476,0,0.44327056,0
2026-01-28,600795,0.006507592190889255,1,0.53740084,1
2026-01-28,002049,-0.04151973609373216,0,0.50671995,1
2026-01-28,300782,-0.026004728132387744,0,0.5283262,1
2026-01-28,600028,0.006250000000000089,1,0.4252303,0
2026-01-28,601877,-0.024270252541816917,0,0.5447439,1
2026-01-28,300677,-0.034082840236686285,0,0.5171313,1
2026-01-28,300339,-0.009617234083477588,0,0.5224068,1
2026-01-28,300676,0.02660622782814359,1,0.5158279,1
2026-01-28,300124,-0.007067137809187218,0,0.51052505,1
2026-01-28,600377,0.013223140495867813,1,0.4407301,0
2026-01-28,601878,0.008317929759704246,1,0.4978699,0
2026-01-28,601319,0.022026431718061623,1,0.5036902,1
2026-01-28,601658,0.009920634920634885,1,0.48270023,0
2026-01-28,600919,0.03367346938775517,1,0.5028133,1
2026-01-28,601018,0.01305483028720622,1,0.41773885,0
2026-01-28,002422,0.005131494547786941,1,0.52758807,1
2026-01-28,600803,-0.002050230650948337,0,0.48522902,0
2026-01-28,601689,-0.02922952586206895,0,0.5288859,1
2026-01-28,600600,0.054928642548954576,1,0.492054,0
2026-01-28,300024,-0.02101769911504414,0,0.5209351,1
2026-01-28,603986,-0.04998764211566986,0,0.52958983,1
2026-01-28,688271,0.024138739161003064,1,0.46899238,0
2026-01-28,600219,0.0394904458598726,1,0.4724173,0
2026-01-28,002714,0.026362428001772242,1,0.5366662,1
2026-01-28,688256,-0.023986965808634353,0,0.68036306,1
2026-01-28,601166,0.01832884097035037,1,0.54839915,1
2026-01-28,300122,0.007278835386338223,1,0.391207,0
2026-01-28,600029,-0.01098901098901095,0,0.5926502,1
2026-01-28,000725,-0.017660044150110354,0,0.45489064,0
2026-01-28,600845,-0.01211361737677541,0,0.49653962,0
2026-01-28,605499,0.031393658402420366,1,0.4986441,0
2026-01-28,002920,-0.021464345337467217,0,0.5109337,1
2026-01-28,600018,0.0060606060606061,1,0.5386715,1
2026-01-28,000807,0.01844205890448669,1,0.47679234,0
2026-01-28,601328,0.007633587786259444,1,0.49265686,0
2026-01-28,601398,0.008333333333333304,1,0.5156884,1
2026-01-28,002600,-0.031859557867360166,0,0.49554855,0
2026-01-28,600741,-0.012953367875647714,0,0.54589885,1
2026-01-28,600019,0.009589041095890538,1,0.4621558,0
2026-01-28,601998,-0.0055172413793103114,0,0.51445204,1
2026-01-28,600000,0.00995024875621886,1,0.5252253,1
2026-01-28,001965,0.011627906976744207,1,0.47323605,0
2026-01-28,300567,-0.08967391304347816,0,0.4653552,0
2026-01-28,601728,0.001686340640809636,1,0.40671754,0
2026-01-28,300144,0.01591187270501848,1,0.5154142,1
2026-01-28,601818,0.006024096385542244,1,0.44684258,0
2026-01-28,601668,0.016129032258064502,1,0.47706512,0
2026-01-28,300765,-0.001947630383034027,0,0.46964073,0
2026-01-28,601800,-0.0012135922330096527,0,0.48379976,0
2026-01-28,601225,0.014625228519195677,1,0.49150142,0
2026-01-28,601318,0.05019305019305009,1,0.5330125,1
2026-01-28,688599,-0.003031834259727084,0,0.48734686,0
2026-01-28,600570,0.0,0,0.53370804,1
2026-01-28,301200,-0.0443171540548688,0,0.5190287,1
2026-01-28,300979,0.00844490216271887,1,0.5571389,1
2026-01-28,601838,0.02344740177439797,1,0.52017415,1
2026-01-28,600023,0.004024144869215318,1,0.48323244,0
2026-01-28,300408,-0.04165074512800926,0,0.5216417,1
2026-01-28,000977,-0.028826884538307507,0,0.5190696,1
2026-01-28,001289,-0.006926952141057985,0,0.49839383,0
2026-01-28,601857,0.011142061281337101,1,0.4341358,0
2026-01-28,300207,-0.022314049586776852,0,0.52397674,1
2026-01-28,600406,-0.015288122304978446,0,0.51937526,1
2026-01-28,600887,0.026396327467482772,1,0.5338712,1
2026-01-28,600030,0.02219040801717953,1,0.5147528,1
2026-01-28,600026,0.01747572815533993,1,0.4726797,0
2026-01-28,603392,-0.015314285714285725,0,0.5173789,1
2026-01-28,300999,0.034820824881676815,1,0.53007805,1
2026-01-28,300014,-0.024582262210796957,0,0.6182171,1
2026-01-28,601881,0.019372077488309936,1,0.54615057,1
2026-01-28,000786,0.04008746355685133,1,0.4968004,0
2026-01-28,002311,0.03365863373829914,1,0.51232934,1
2026-01-28,000963,0.016551724137931156,1,0.5662824,1
2026-01-28,601919,0.0076548364648574285,1,0.450909,0
2026-01-28,600460,-0.013235294117647123,0,0.47491845,0
2026-01-28,002027,0.0308123249299721,1,0.4810296,0
2026-01-28,600233,0.013165769000598404,1,0.5316067,1
2026-01-28,600188,0.016620498614958512,1,0.48240227,0
2026-01-28,600025,0.00557413600891854,1,0.46080223,0
