ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300724.SZ,20200511,69.78,69.78,61.65,63.22,68.5,-5.28,-7.708,65372.13,420859.407
300724.SZ,20200512,64.26,65.88,63.58,64.33,63.22,1.11,1.7558,32988.34,213220.304
300724.SZ,20200513,64.48,65.1,63.21,64.02,64.33,-0.31,-0.4819,21128.39,135247.201
300724.SZ,20200514,63.42,64.5,62.62,62.62,64.02,-1.4,-2.1868,17148.75,108556.277
300724.SZ,20200515,63.7,64.33,61.82,62.0,62.62,-0.62,-0.9901,27727.4,174484.064
300724.SZ,20200518,63.24,65.0,61.01,63.4,62.0,1.4,2.2581,34741.52,220390.722
300724.SZ,20200519,64.25,68.2,64.25,67.7,63.4,4.3,6.7823,39776.84,266183.453
300724.SZ,20200520,67.62,70.86,66.83,69.95,67.7,2.25,3.3235,35526.12,246539.062
300724.SZ,20200521,69.87,70.5,65.1,65.84,69.95,-4.11,-5.8756,48347.0,323280.64
300724.SZ,20200522,65.78,65.78,62.36,63.85,65.84,-1.99,-3.0225,31487.72,201755.204
300724.SZ,20200525,64.3,64.3,59.8,60.2,63.85,-3.65,-5.7165,40234.76,244997.614
300724.SZ,20200526,60.99,64.78,60.8,64.57,60.2,4.37,7.2591,41712.37,262067.518
300724.SZ,20200527,63.83,64.94,63.16,63.47,64.57,-1.1,-1.7036,27732.88,177542.737
300724.SZ,20200528,63.07,64.91,60.81,64.48,63.47,1.01,1.5913,35460.78,223990.561
300724.SZ,20200529,64.98,69.43,64.49,69.21,64.48,4.73,7.3356,47433.75,324085.216
300724.SZ,20200601,72.5,76.0,70.88,75.7,69.21,6.49,9.3773,55496.45,407369.394
300724.SZ,20200602,75.98,77.0,73.08,75.71,75.7,0.01,0.0132,40763.61,305126.653
300724.SZ,20200603,75.7,76.6,72.73,74.37,75.71,-1.34,-1.7699,41308.5,307494.866
300724.SZ,20200604,75.0,76.58,74.01,75.8,74.37,1.43,1.9228,28007.54,210571.655
300724.SZ,20200605,75.8,77.24,74.39,76.36,75.8,0.56,0.7388,21212.1,161238.485
300724.SZ,20200608,77.75,77.75,73.0,74.06,76.36,-2.3,-3.012,29300.85,217860.0
300724.SZ,20200609,74.28,74.48,72.88,73.37,74.06,-0.69,-0.9317,23307.47,171180.835
300724.SZ,20200610,73.15,75.43,72.57,75.06,73.37,1.69,2.3034,25923.98,191780.111
300724.SZ,20200611,74.58,78.82,74.58,76.31,75.06,1.25,1.6653,32728.28,251290.244
300724.SZ,20200612,73.98,77.62,73.98,76.9,76.31,0.59,0.7732,29857.7,227755.545
300724.SZ,20200615,76.0,76.59,74.1,74.45,76.9,-2.45,-3.186,25164.51,188558.461
300724.SZ,20200616,75.5,81.88,75.04,79.83,74.45,5.38,7.2263,35913.93,285847.054
300724.SZ,20200617,81.01,84.91,80.6,82.25,79.83,2.42,3.0314,45181.61,373927.123
300724.SZ,20200618,82.02,85.99,81.61,85.0,82.25,2.75,3.3435,34166.56,287782.095
300724.SZ,20200619,86.0,86.57,81.33,84.26,85.0,-0.74,-0.8706,23880.82,200221.806
300724.SZ,20200622,85.48,89.13,84.29,86.22,84.26,1.96,2.3261,28384.68,246145.071
300724.SZ,20200623,85.97,89.29,85.28,87.72,86.22,1.5,1.7397,25468.85,221911.404
300724.SZ,20200624,87.0,92.0,86.88,90.69,87.54,3.15,3.5984,25705.2,230030.39
300724.SZ,20200629,90.69,93.47,87.19,88.34,90.69,-2.35,-2.5912,31069.56,279933.429
300724.SZ,20200630,89.49,89.95,86.3,88.53,88.34,0.19,0.2151,21496.89,190229.652
300724.SZ,20200701,87.8,89.29,82.0,84.7,88.53,-3.83,-4.3262,36326.44,309500.839
300724.SZ,20200702,85.3,86.6,83.63,84.66,84.7,-0.04,-0.0472,23565.98,200408.53
300724.SZ,20200703,86.09,93.1,85.01,92.4,84.66,7.74,9.1425,62598.64,563700.135
300724.SZ,20200706,90.0,93.38,86.0,91.66,92.4,-0.74,-0.8009,57376.76,516046.961
300724.SZ,20200707,91.52,94.33,88.91,93.25,91.66,1.59,1.7347,37873.9,347663.793
300724.SZ,20200708,93.5,94.79,91.38,94.25,93.25,1.0,1.0724,32561.78,303755.052
300724.SZ,20200709,94.41,100.13,94.28,99.29,94.25,5.04,5.3475,31068.99,303123.088
300724.SZ,20200710,97.73,101.58,96.92,98.6,99.29,-0.69,-0.6949,23174.84,230051.388
300724.SZ,20200713,98.6,101.59,95.52,98.5,98.6,-0.1,-0.1014,30349.36,294949.513
300724.SZ,20200714,97.7,100.83,96.0,99.29,98.5,0.79,0.802,35191.21,345990.447
300724.SZ,20200715,99.8,101.98,96.1,97.2,99.29,-2.09,-2.1049,30536.88,300869.145
300724.SZ,20200716,96.76,99.5,90.85,91.18,97.2,-6.02,-6.1934,28915.45,277185.174
300724.SZ,20200717,91.21,93.6,87.0,88.14,91.18,-3.04,-3.3341,36201.61,324514.12
300724.SZ,20200720,90.8,91.0,79.33,85.8,88.14,-2.34,-2.6549,50243.85,429159.104
300724.SZ,20200721,87.73,92.04,86.6,87.39,85.8,1.59,1.8531,32221.82,286094.662
300724.SZ,20200722,87.84,92.0,85.86,90.12,87.39,2.73,3.1239,28238.7,254772.387
300724.SZ,20200723,89.56,96.2,88.5,93.99,90.12,3.87,4.2943,39272.2,364874.658
300724.SZ,20200724,94.7,95.95,86.94,87.4,93.99,-6.59,-7.0114,25344.78,228865.992
300724.SZ,20200727,87.7,94.4,85.65,90.74,87.4,3.34,3.8215,38151.57,346214.601
300724.SZ,20200728,92.17,93.49,89.4,91.09,90.74,0.35,0.3857,25942.33,237867.203
300724.SZ,20200729,91.09,95.33,89.8,94.78,91.09,3.69,4.0509,26439.52,247573.483
300724.SZ,20200730,94.76,97.99,94.2,96.31,94.78,1.53,1.6143,24845.79,239009.146
300724.SZ,20200731,95.66,100.78,95.66,96.59,96.31,0.28,0.2907,22093.11,216290.323
300724.SZ,20200803,97.13,97.6,91.44,92.31,96.59,-4.28,-4.4311,42707.24,396609.417
300724.SZ,20200804,91.54,92.88,89.68,91.25,92.31,-1.06,-1.1483,29714.64,269910.078
300724.SZ,20200805,91.67,92.5,90.02,91.42,91.25,0.17,0.1863,25615.71,233822.116
300724.SZ,20200806,91.42,92.0,87.08,87.97,91.42,-3.45,-3.7738,30765.14,272867.809
300724.SZ,20200807,88.0,89.97,84.77,85.67,87.97,-2.3,-2.6145,28077.77,243462.063
300724.SZ,20200810,83.14,88.84,83.14,85.5,85.67,-0.17,-0.1984,31785.29,272316.908
300724.SZ,20200811,84.35,90.52,84.35,87.0,85.5,1.5,1.7544,36503.58,321976.488
300724.SZ,20200812,86.6,89.32,81.03,83.25,87.0,-3.75,-4.3103,27102.9,227851.375
300724.SZ,20200813,83.25,83.96,81.12,83.22,83.25,-0.03,-0.036,28869.65,238562.492
300724.SZ,20200814,82.04,85.51,82.04,84.81,83.22,1.59,1.9106,20537.54,173179.218
300724.SZ,20200817,85.6,86.16,83.0,84.29,84.81,-0.52,-0.6131,26885.82,226679.441
300724.SZ,20200818,84.36,85.93,83.08,83.8,84.29,-0.49,-0.5813,21477.59,180586.533
300724.SZ,20200819,84.0,84.45,80.4,80.5,83.8,-3.3,-3.9379,25564.0,209612.848
300724.SZ,20200820,80.5,81.5,76.37,78.98,80.5,-1.52,-1.8882,37867.77,297649.935
300724.SZ,20200821,80.6,85.88,79.22,83.08,78.98,4.1,5.1912,30091.99,249981.699
300724.SZ,20200824,85.0,90.2,81.6,88.78,83.08,5.7,6.8609,43005.92,373818.154
300724.SZ,20200825,88.68,90.46,87.76,88.9,88.78,0.12,0.1352,30364.15,270983.682
300724.SZ,20200826,89.62,89.62,85.2,85.65,88.9,-3.25,-3.6558,21286.23,185370.503
300724.SZ,20200827,83.22,87.5,83.21,86.26,85.65,0.61,0.7122,27980.61,240528.397
300724.SZ,20200828,86.6,92.16,86.28,90.5,86.26,4.24,4.9154,29059.2,262018.98
300724.SZ,20200831,89.37,91.5,86.62,90.07,90.5,-0.43,-0.4751,31403.88,280760.951
300724.SZ,20200901,89.7,97.0,89.11,96.49,90.07,6.42,7.1278,27354.11,257686.675
300724.SZ,20200902,96.3,97.65,94.49,96.15,96.49,-0.34,-0.3524,20786.62,199412.453
300724.SZ,20200903,97.0,97.8,93.0,93.92,96.15,-2.23,-2.3193,19769.31,187238.841
300724.SZ,20200904,92.41,92.9,87.9,91.96,93.92,-1.96,-2.0869,24420.73,221061.878
300724.SZ,20200907,91.9,93.6,88.48,88.9,91.96,-3.06,-3.3275,27994.24,255739.978
300724.SZ,20200908,89.9,90.5,87.09,87.34,88.9,-1.56,-1.7548,26262.96,231691.652
300724.SZ,20200909,87.12,87.5,81.47,82.81,87.34,-4.53,-5.1866,24812.07,206378.247
300724.SZ,20200910,83.13,86.75,81.56,82.4,82.81,-0.41,-0.4951,26358.99,221892.445
300724.SZ,20200911,82.8,94.08,80.52,94.08,82.4,11.68,14.1748,36678.46,323305.622
300724.SZ,20200914,94.43,98.8,91.9,95.41,94.08,1.33,1.4137,51562.88,497774.426
300724.SZ,20200915,95.0,103.28,93.5,102.48,95.41,7.07,7.4101,46351.92,458249.061
300724.SZ,20200916,100.55,112.58,98.0,108.23,102.48,5.75,5.6109,52244.96,559312.036
300724.SZ,20200917,108.97,109.06,103.95,105.05,108.23,-3.18,-2.9382,34216.1,362611.686
300724.SZ,20200918,106.16,110.7,102.46,109.28,105.05,4.23,4.0267,50537.63,541634.733
300724.SZ,20200921,107.41,109.34,104.75,105.5,109.28,-3.78,-3.459,36190.29,385441.918
300724.SZ,20200922,105.16,106.0,100.1,102.07,105.5,-3.43,-3.2512,21711.4,223560.25
300724.SZ,20200923,103.62,108.0,101.8,106.09,102.07,4.02,3.9385,25814.03,270499.272
300724.SZ,20200924,104.5,106.09,101.36,101.51,106.09,-4.58,-4.3171,22393.96,231024.593
300724.SZ,20200925,102.66,103.94,100.0,101.99,101.51,0.48,0.4729,15985.68,163075.953
300724.SZ,20200928,99.69,105.98,99.69,101.11,101.99,-0.88,-0.8628,20269.85,208521.032
300724.SZ,20200929,103.0,106.0,99.16,104.0,101.11,2.89,2.8583,17536.55,182273.733
300724.SZ,20200930,105.02,107.5,103.0,105.08,104.0,1.08,1.0385,23072.21,242031.471
300724.SZ,20201009,112.0,115.0,107.0,109.9,105.08,4.82,4.587,42697.44,473106.619
300724.SZ,20201012,111.97,119.6,109.1,115.81,109.9,5.91,5.3776,31950.68,367815.903
300724.SZ,20201013,115.46,119.97,112.5,114.9,115.81,-0.91,-0.7858,25087.81,289466.697
300724.SZ,20201014,113.17,116.78,112.01,116.22,114.9,1.32,1.1488,24117.96,277416.185
300724.SZ,20201015,115.93,116.75,109.1,110.2,116.22,-6.02,-5.1798,29261.25,328376.073
300724.SZ,20201016,111.0,117.58,109.3,114.2,110.2,4.0,3.6298,26188.29,298601.788
300724.SZ,20201019,115.91,116.98,112.5,113.12,114.2,-1.08,-0.9457,23776.44,270901.376
300724.SZ,20201020,114.85,114.85,106.43,110.0,113.12,-3.12,-2.7581,27171.62,296485.716
300724.SZ,20201021,112.01,112.21,102.31,103.98,110.0,-6.02,-5.4727,48231.25,505471.481
300724.SZ,20201022,104.0,104.2,100.07,103.1,103.98,-0.88,-0.8463,22942.67,235584.673
300724.SZ,20201023,102.57,103.98,97.01,97.14,103.1,-5.96,-5.7808,20542.95,204010.953
300724.SZ,20201026,98.03,101.9,92.58,100.0,97.14,2.86,2.9442,32914.39,327486.082
300724.SZ,20201027,101.1,101.88,97.79,100.81,100.0,0.81,0.81,28604.69,285162.22
300724.SZ,20201028,103.0,105.86,100.22,104.9,100.81,4.09,4.0571,40490.05,418384.919
300724.SZ,20201029,102.9,104.23,99.4,102.61,104.9,-2.29,-2.183,34701.54,354082.035
300724.SZ,20201030,104.1,107.88,99.6,99.87,102.61,-2.74,-2.6703,37003.97,383354.84
300724.SZ,20201102,100.3,115.47,99.05,113.5,99.87,13.63,13.6477,50924.57,555650.297
300724.SZ,20201103,113.62,115.4,111.23,113.18,113.5,-0.32,-0.2819,26946.95,304613.495
300724.SZ,20201104,112.51,113.63,101.8,106.81,113.18,-6.37,-5.6282,43203.44,461288.988
300724.SZ,20201105,107.88,112.0,105.02,111.26,106.81,4.45,4.1663,31803.61,345229.301
300724.SZ,20201106,110.81,114.2,103.0,106.6,111.26,-4.66,-4.1884,30535.45,325842.867
300724.SZ,20201109,107.77,108.83,101.0,103.44,106.6,-3.16,-2.9644,48104.26,498662.723
300724.SZ,20201110,103.4,103.43,99.14,100.99,103.44,-2.45,-2.3685,33317.75,336411.827
300724.SZ,20201111,101.0,102.83,98.5,98.59,100.99,-2.4,-2.3765,26988.87,271136.164
300724.SZ,20201112,99.02,102.51,98.8,99.86,98.59,1.27,1.2882,25763.27,258789.802
300724.SZ,20201113,103.66,112.21,102.84,112.15,99.86,12.29,12.3072,78571.21,851381.385
300724.SZ,20201116,110.0,110.8,106.33,106.9,112.15,-5.25,-4.6812,43985.98,476551.944
300724.SZ,20201117,108.01,108.21,95.93,95.93,106.9,-10.97,-10.2619,47232.99,470908.05
300724.SZ,20201118,98.26,102.86,94.3,95.85,95.93,-0.08,-0.0834,52570.28,512938.841
300724.SZ,20201119,93.57,99.59,92.6,98.57,95.85,2.72,2.8378,42891.17,413811.774
300724.SZ,20201120,99.0,106.86,97.2,105.71,98.57,7.14,7.2436,41920.09,432018.432
300724.SZ,20201123,108.11,117.58,108.11,114.2,105.71,8.49,8.0314,64994.51,742019.573
300724.SZ,20201124,114.36,117.97,112.38,113.96,114.2,-0.24,-0.2102,35626.96,407953.644
300724.SZ,20201125,115.0,117.19,112.01,112.28,113.96,-1.68,-1.4742,29815.22,338589.406
300724.SZ,20201126,115.0,115.58,111.36,113.5,112.28,1.22,1.0866,26216.51,296179.534
300724.SZ,20201127,111.18,112.5,106.5,107.73,113.5,-5.77,-5.0837,27157.99,294637.884
300724.SZ,20201130,107.16,109.77,105.0,108.24,107.73,0.51,0.4734,42062.84,450293.686
300724.SZ,20201201,105.16,110.6,102.68,109.18,108.24,0.94,0.8684,41994.55,454413.117
300724.SZ,20201202,107.72,111.2,106.81,109.99,109.18,0.81,0.7419,34837.34,379576.387
300724.SZ,20201203,111.0,113.22,107.85,112.88,109.99,2.89,2.6275,21932.36,244370.61
300724.SZ,20201204,111.11,124.22,111.11,121.5,112.88,8.62,7.6364,44532.94,530002.482
300724.SZ,20201207,121.54,124.48,119.81,124.06,121.5,2.56,2.107,28333.44,348466.505
300724.SZ,20201208,122.83,125.15,121.0,124.78,124.06,0.72,0.5804,28206.71,348432.305
300724.SZ,20201209,124.74,133.29,123.67,128.57,124.78,3.79,3.0373,41481.11,532390.1
300724.SZ,20201210,125.0,148.0,122.48,138.45,128.57,9.88,7.6845,43210.88,585366.043
300724.SZ,20201211,137.3,140.0,130.2,134.83,138.45,-3.62,-2.6147,38229.21,514123.5
300724.SZ,20201214,135.69,147.71,134.95,144.0,134.83,9.17,6.8012,38923.03,550847.786
300724.SZ,20201215,143.54,146.6,138.45,144.47,144.0,0.47,0.3264,36250.53,513870.997
300724.SZ,20201216,144.8,158.88,144.8,149.02,144.47,4.55,3.1494,38700.35,583363.044
300724.SZ,20201217,148.9,157.0,145.55,156.88,149.02,7.86,5.2745,33287.56,505370.555
300724.SZ,20201218,157.0,157.0,144.55,144.75,156.88,-12.13,-7.732,55768.18,830597.063
300724.SZ,20201221,148.8,154.98,145.81,152.8,144.75,8.05,5.5613,41200.8,622068.142
300724.SZ,20201222,148.5,149.63,143.93,144.03,152.8,-8.77,-5.7395,47681.42,696127.653
300724.SZ,20201223,144.91,152.78,142.52,146.15,144.03,2.12,1.4719,57755.7,849718.768
300724.SZ,20201224,142.03,148.0,140.09,143.23,146.15,-2.92,-1.9979,38875.99,559591.688
300724.SZ,20201225,141.56,148.5,140.36,146.5,143.23,3.27,2.283,37933.16,549434.747
300724.SZ,20201228,144.86,148.59,142.42,146.38,146.5,-0.12,-0.0819,34428.45,500643.034
300724.SZ,20201229,145.0,145.0,134.0,136.0,146.38,-10.38,-7.0911,61036.57,841162.52
300724.SZ,20201230,137.06,141.36,136.58,138.0,136.0,2.0,1.4706,35896.63,499007.515
300724.SZ,20201231,141.01,146.95,138.19,145.6,138.0,7.6,5.5072,46046.03,658777.631
300724.SZ,20210104,144.99,150.0,140.19,148.05,145.6,2.45,1.6827,50508.16,742451.142
300724.SZ,20210105,148.0,148.0,134.5,139.0,148.05,-9.05,-6.1128,61334.14,848604.231
300724.SZ,20210106,136.91,140.56,136.02,138.79,139.0,-0.21,-0.1511,42779.78,593117.152
300724.SZ,20210107,139.8,147.8,139.0,144.47,138.79,5.68,4.0925,58873.38,839949.96
300724.SZ,20210108,145.0,145.0,126.12,130.0,144.47,-14.47,-10.0159,71392.15,941055.298
300724.SZ,20210111,130.1,130.1,121.88,123.85,130.0,-6.15,-4.7308,63651.84,798086.882
300724.SZ,20210112,122.97,132.8,121.96,131.51,123.85,7.66,6.1849,60687.09,784321.888
300724.SZ,20210113,131.0,137.79,130.01,133.08,131.51,1.57,1.1938,53425.32,719444.392
300724.SZ,20210114,134.04,135.66,128.17,134.0,133.08,0.92,0.6913,34164.55,454048.779
300724.SZ,20210115,135.59,139.9,131.0,138.2,134.0,4.2,3.1343,44522.68,607794.736
300724.SZ,20210118,141.79,142.0,134.8,138.38,138.2,0.18,0.1302,28599.65,396747.536
300724.SZ,20210119,137.38,140.13,132.3,133.02,138.38,-5.36,-3.8734,31289.13,424997.336
300724.SZ,20210120,132.84,137.8,131.0,136.5,133.02,3.48,2.6161,32920.51,444879.855
300724.SZ,20210121,136.53,139.36,134.2,136.88,136.5,0.38,0.2784,34312.36,468278.084
300724.SZ,20210122,138.23,146.27,136.02,145.11,136.88,8.23,6.0126,47354.35,676579.349
300724.SZ,20210125,145.11,155.4,144.12,147.25,145.11,2.14,1.4747,57509.5,865853.936
300724.SZ,20210126,149.46,150.11,138.0,138.66,147.25,-8.59,-5.8336,40738.32,578166.774
300724.SZ,20210127,139.95,140.0,131.02,138.7,138.66,0.04,0.0288,32581.68,444599.182
300724.SZ,20210128,133.3,134.87,129.8,132.2,138.7,-6.5,-4.6864,38162.4,505866.126
300724.SZ,20210129,133.73,137.56,129.62,133.34,132.2,1.14,0.8623,37539.94,503613.952
300724.SZ,20210201,130.0,132.96,124.0,125.4,133.34,-7.94,-5.9547,42035.38,537898.547
300724.SZ,20210202,126.0,131.23,123.08,129.72,125.4,4.32,3.445,39792.2,507192.776
300724.SZ,20210203,129.25,131.97,120.0,120.5,129.72,-9.22,-7.1076,50905.98,631946.008
300724.SZ,20210204,118.45,123.5,118.0,121.57,120.5,1.07,0.888,36764.33,447885.59
300724.SZ,20210205,121.34,121.97,115.98,118.66,121.57,-2.91,-2.3937,34366.63,407291.143
300724.SZ,20210208,117.22,119.0,111.03,112.2,118.66,-6.46,-5.4441,56403.19,644153.003
300724.SZ,20210209,114.71,121.2,113.6,120.0,112.2,7.8,6.9519,43327.2,515754.454
300724.SZ,20210210,122.3,122.52,118.53,118.6,120.0,-1.4,-1.1667,36013.09,433355.902
300724.SZ,20210218,123.26,123.49,112.88,112.98,118.6,-5.62,-4.7386,44048.48,511794.331
300724.SZ,20210219,112.9,116.47,111.86,113.57,112.98,0.59,0.5222,34593.42,394982.193
